map00312	Metabolism	Biosynthesis_of_Other_Secondary_Metabolites	beta-Lactam_resistance
map00330	Metabolism	Amino_Acid_Metabolism	Arginine_and_proline_metabolism
map00340	Metabolism	Amino_Acid_Metabolism	Histidine_metabolism
map00350	Metabolism	Amino_Acid_Metabolism	Tyrosine_metabolism
map00351	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane_(DDT)_degradation
map00360	Metabolism	Amino_Acid_Metabolism	Phenylalanine_metabolism
map00361	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Chlorocyclohexane_and_chlorobenzene_degradation
map00362	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Benzoate_degradation
map00363	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Bisphenol_degradation
map00364	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Fluorobenzoate_degradation
map00380	Metabolism	Amino_Acid_Metabolism	Tryptophan_metabolism
map00400	Metabolism	Amino_Acid_Metabolism	Phenylalanine,_tyrosine_and_tryptophan_biosynthesis
map00401	Metabolism	Biosynthesis_of_Other_Secondary_Metabolites	Novobiocin_biosynthesis
map00410	Metabolism	Metabolism_of_Other_Amino_Acids	beta-Alanine_metabolism
map00430	Metabolism	Metabolism_of_Other_Amino_Acids	Taurine_and_hypotaurine_metabolism
map00440	Metabolism	Metabolism_of_Other_Amino_Acids	Phosphonate_and_phosphinate_metabolism
map00450	Metabolism	Metabolism_of_Other_Amino_Acids	Selenocompound_metabolism
map00460	Metabolism	Metabolism_of_Other_Amino_Acids	Cyanoamino_acid_metabolism
map00471	Metabolism	Metabolism_of_Other_Amino_Acids	D-Glutamine_and_D-glutamate_metabolism
map00472	Metabolism	Metabolism_of_Other_Amino_Acids	D-Arginine_and_D-ornithine_metabolism
map00473	Metabolism	Metabolism_of_Other_Amino_Acids	D-Alanine_metabolism
map00480	Metabolism	Metabolism_of_Other_Amino_Acids	Glutathione_metabolism
map00500	Metabolism	Carbohydrate_Metabolism	Starch_and_sucrose_metabolism
map00510	Metabolism	Glycan_Biosynthesis_and_Metabolism	N-Glycan_biosynthesis
map00511	Metabolism	Glycan_Biosynthesis_and_Metabolism	Other_glycan_degradation
map00512	Metabolism	Glycan_Biosynthesis_and_Metabolism	Mucin_type_O-glycan_biosynthesis
map00513	Metabolism	Glycan_Biosynthesis_and_Metabolism	Various_types_of_N-glycan_biosynthesis
map00520	Metabolism	Carbohydrate_Metabolism	Amino_sugar_and_nucleotide_sugar_metabolism
map00521	Metabolism	Biosynthesis_of_Other_Secondary_Metabolites	Streptomycin_biosynthesis
map00523	Metabolism	Metabolism_of_Terpenoids_and_Polyketides	Polyketide_sugar_unit_biosynthesis
map00524	Metabolism	Biosynthesis_of_Other_Secondary_Metabolites	Butirosin_and_neomycin_biosynthesis
map00531	Metabolism	Glycan_Biosynthesis_and_Metabolism	Glycosaminoglycan_degradation
map00540	Metabolism	Glycan_Biosynthesis_and_Metabolism	Lipopolysaccharide_biosynthesis
map00550	Metabolism	Glycan_Biosynthesis_and_Metabolism	Peptidoglycan_biosynthesis
map00561	Metabolism	Lipid_Metabolism	Glycerolipid_metabolism
map00562	Metabolism	Carbohydrate_Metabolism	Inositol_phosphate_metabolism
map00564	Metabolism	Lipid_Metabolism	Glycerophospholipid_metabolism
map00620	Metabolism	Carbohydrate_Metabolism	Pyruvate_metabolism
map00621	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Dioxin_degradation
map00622	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Xylene_degradation
map00623	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Toluene_degradation
map00624	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Polycyclic_aromatic_hydrocarbon_degradation
map00625	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Chloroalkane_and_chloroalkene_degradation
map00626	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Naphthalene_degradation
map00627	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Aminobenzoate_degradation
map00630	Metabolism	Carbohydrate_Metabolism	Glyoxylate_and_dicarboxylate_metabolism
map00633	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Nitrotoluene_degradation
map00640	Metabolism	Carbohydrate_Metabolism	Propanoate_metabolism
map00642	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Ethylbenzene_degradation
map00643	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Styrene_degradation
map00650	Metabolism	Carbohydrate_Metabolism	Butanoate_metabolism
map00660	Metabolism	Carbohydrate_Metabolism	C5-Branched_dibasic_acid_metabolism
map00670	Metabolism	Metabolism_of_Cofactors_and_Vitamins	One_carbon_pool_by_folate
map00680	Metabolism	Energy_Metabolism	Methane_metabolism
map00720	Metabolism	Energy_Metabolism	Carbon_fixation_pathways_in_prokaryotes
map00730	Metabolism	Metabolism_of_Cofactors_and_Vitamins	Thiamine_metabolism
map00740	Metabolism	Metabolism_of_Cofactors_and_Vitamins	Riboflavin_metabolism
map00750	Metabolism	Metabolism_of_Cofactors_and_Vitamins	Vitamin_B6_metabolism
map00760	Metabolism	Metabolism_of_Cofactors_and_Vitamins	Nicotinate_and_nicotinamide_metabolism
map00770	Metabolism	Metabolism_of_Cofactors_and_Vitamins	Pantothenate_and_CoA_biosynthesis
map00780	Metabolism	Metabolism_of_Cofactors_and_Vitamins	Biotin_metabolism
map00785	Metabolism	Metabolism_of_Cofactors_and_Vitamins	Lipoic_acid_metabolism
map00790	Metabolism	Metabolism_of_Cofactors_and_Vitamins	Folate_biosynthesis
map00791	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Atrazine_degradation
map00830	Metabolism	Metabolism_of_Cofactors_and_Vitamins	Retinol_metabolism
map00860	Metabolism	Metabolism_of_Cofactors_and_Vitamins	Porphyrin_and_chlorophyll_metabolism
map00900	Metabolism	Metabolism_of_Terpenoids_and_Polyketides	Terpenoid_backbone_biosynthesis
map00903	Metabolism	Metabolism_of_Terpenoids_and_Polyketides	Limonene_and_pinene_degradation
map00910	Metabolism	Energy_Metabolism	Nitrogen_metabolism
map00920	Metabolism	Energy_Metabolism	Sulfur_metabolism
map00930	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Caprolactam_degradation
map00943	Metabolism	Biosynthesis_of_Other_Secondary_Metabolites	Isoflavonoid_biosynthesis
map00944	Metabolism	Biosynthesis_of_Other_Secondary_Metabolites	Flavone_and_flavonol_biosynthesis
map00945	Metabolism	Biosynthesis_of_Other_Secondary_Metabolites	Stilbenoid,_diarylheptanoid_and_gingerol_biosynthesis
map00950	Metabolism	Biosynthesis_of_Other_Secondary_Metabolites	Isoquinoline_alkaloid_biosynthesis
map00960	Metabolism	Biosynthesis_of_Other_Secondary_Metabolites	Tropane,_piperidine_and_pyridine_alkaloid_biosynthesis
map00970	Genetic_Information_Processing	Translation	Aminoacyl-tRNA_biosynthesis
map00980	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Metabolism_of_xenobiotics_by_cytochrome_P450
map00982	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Drug_metabolism_-_cytochrome_P450
map00983	Metabolism	Xenobiotics_Biodegradation_and_Metabolism	Drug_metabolism_-_other_enzymes
map01040	Metabolism	Lipid_Metabolism	Biosynthesis_of_unsaturated_fatty_acids
map01051	Metabolism	Metabolism_of_Terpenoids_and_Polyketides	Biosynthesis_of_ansamycins
map01053	Metabolism	Metabolism_of_Terpenoids_and_Polyketides	Biosynthesis_of_siderophore_group_nonribosomal_peptides
map01055	Metabolism	Metabolism_of_Terpenoids_and_Polyketides	Biosynthesis_of_vancomycin_group_antibiotics
map01056	Metabolism	Metabolism_of_Terpenoids_and_Polyketides	Biosynthesis_of_type_II_polyketide_backbone
map01057	Metabolism	Metabolism_of_Terpenoids_and_Polyketides	Biosynthesis_of_type_II_polyketide_products
map02010	Environmental_Information_Processing	Membrane_Transport	ABC_transporters
map02020	Environmental_Information_Processing	Signal_Transduction	Two-component_system
map02030	Cellular_Processes	Cell_Motility	Bacterial_chemotaxis
map02040	Cellular_Processes	Cell_Motility	Flagellar_assembly
map02060	Environmental_Information_Processing	Membrane_Transport	Phosphotransferase_system_(PTS)
map03010	Genetic_Information_Processing	Translation	Ribosome
map03018	Genetic_Information_Processing	Folding,_Sorting_and_Degradation	RNA_degradation
map03020	Genetic_Information_Processing	Transcription	RNA_polymerase
map03030	Genetic_Information_Processing	Replication_and_Repair	DNA_replication
map03050	Genetic_Information_Processing	Folding,_Sorting_and_Degradation	Proteasome
map03060	Genetic_Information_Processing	Folding,_Sorting_and_Degradation	Protein_export
map03070	Environmental_Information_Processing	Membrane_Transport	Bacterial_secretion_system
map03430	Genetic_Information_Processing	Replication_and_Repair	Mismatch_repair
map03440	Genetic_Information_Processing	Replication_and_Repair	Homologous_recombination
map03450	Genetic_Information_Processing	Replication_and_Repair	Non-homologous_end-joining
map04122	Genetic_Information_Processing	Folding,_Sorting_and_Degradation	Sulfur_relay_system
